2025-09-08 09:24:13,127 | aci.level1.info | INFO | Initializing SeedExperience simulation
2025-09-08 09:24:13,166 | aci.level2.info | INFO | Memory consolidator initialized
2025-09-08 09:24:15,617 | aci.level2.info | INFO | Memory load: episodic_memory
2025-09-08 09:24:15,709 | aci.level2.info | INFO | Memory load: autobiographical_narrative
2025-09-08 09:25:16,536 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:25:17,843 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:25:19,174 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:25:21,061 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:25:30,543 | aci.level2.info | INFO | Memory load: memory_graph
2025-09-08 09:25:33,990 | aci.level1.info | INFO | Default Mode Network initialized with persistent memory
2025-09-08 09:25:34,742 | aci.level1.info | INFO | Loaded existing episodic memories
2025-09-08 09:25:34,758 | aci.level1.info | INFO | Loaded existing narrative memories
2025-09-08 09:25:34,792 | aci.level1.info | INFO | Loaded existing knowledge graph
2025-09-08 09:25:34,830 | aci.level1.info | INFO | SeedExperience initialized
2025-09-08 09:25:34,842 | aci.level1.info | INFO | Starting simulation
2025-09-08 09:25:34,854 | aci.level2.info | INFO | Simulation step started
2025-09-08 09:25:34,876 | aci.level1.info | INFO | World Event: A person resembling Plato sits down on the bench
2025-09-08 09:25:34,889 | aci.level1.info | INFO | World Event: Conversation started with Plato
2025-09-08 09:25:34,908 | aci.level1.info | INFO | World Event: step_start
2025-09-08 09:25:34,929 | aci.level2.info | INFO | PROCESS: Sensory input received
2025-09-08 09:25:34,943 | aci.level1.info | INFO | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 09:25:34,955 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 09:25:42,230 | aci.level2.info | INFO | PROCESS: Scene analysis completed
