2025-09-08 16:06:12,617 | aci.level1.info | INFO | Initializing SeedExperience simulation
2025-09-08 16:06:12,735 | aci.level2.info | INFO | Memory consolidator initialized
2025-09-08 16:06:16,061 | aci.level2.info | INFO | Memory load: episodic_memory
2025-09-08 16:06:16,097 | aci.level2.info | INFO | Memory load: autobiographical_narrative
2025-09-08 16:07:28,962 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 16:07:30,412 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 16:07:31,818 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 16:07:34,205 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 16:07:50,304 | aci.level2.info | INFO | Memory load: memory_graph
2025-09-08 16:07:50,371 | aci.level1.info | INFO | Default Mode Network initialized with persistent memory
2025-09-08 16:07:50,770 | aci.level1.info | INFO | Loaded existing episodic memories
2025-09-08 16:07:50,780 | aci.level1.info | INFO | Loaded existing narrative memories
2025-09-08 16:07:50,794 | aci.level1.info | INFO | Loaded existing knowledge graph
2025-09-08 16:07:50,816 | aci.level1.info | INFO | SeedExperience initialized
2025-09-08 16:07:50,825 | aci.level1.info | INFO | Starting simulation
2025-09-08 16:07:50,831 | aci.level2.info | INFO | Simulation step started
2025-09-08 16:07:50,839 | aci.level1.info | INFO | World Event: A person resembling Plato sits down on the bench
2025-09-08 16:07:50,875 | aci.level1.info | INFO | World Event: Conversation started with Plato
2025-09-08 16:07:50,886 | aci.level1.info | INFO | World Event: step_start
2025-09-08 16:07:50,895 | aci.level2.info | INFO | PROCESS: Sensory input received
2025-09-08 16:07:50,903 | aci.level1.info | INFO | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 16:07:50,911 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 16:07:55,887 | aci.level2.info | INFO | PROCESS: Scene analysis completed
2025-09-08 16:08:14,883 | aci.level2.info | INFO | PROCESS: Generated thought: I notice the calm clarity of this moment, sensing the quiet city around me and the gentle dawn light...
2025-09-08 16:08:15,396 | aci.level2.info | INFO | Memory save: episodic_memory
2025-09-08 16:08:43,492 | aci.level2.info | INFO | PROCESS: Memory retrieval completed
2025-09-08 16:08:43,547 | aci.level2.info | INFO | PROCESS: Thought graph analysis completed
2025-09-08 16:08:43,570 | aci.level1.info | INFO | THOUGHT: Selected action: reflect - I notice the calm clarity of this moment, sensing ...
