2025-09-08 09:06:20,780 | aci.level1.info | INFO | Initializing SeedExperience simulation
2025-09-08 09:06:20,836 | aci.level2.info | INFO | Memory consolidator initialized
2025-09-08 09:06:22,816 | aci.level2.info | INFO | Memory load: episodic_memory
2025-09-08 09:06:23,209 | aci.level2.info | INFO | Memory load: autobiographical_narrative
2025-09-08 09:07:28,336 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:07:29,567 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:07:30,799 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:07:32,031 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 09:07:38,638 | aci.level2.info | INFO | Memory load: memory_graph
2025-09-08 09:07:39,504 | aci.level1.info | INFO | Default Mode Network initialized with persistent memory
2025-09-08 09:07:39,920 | aci.level1.info | INFO | Loaded existing episodic memories
2025-09-08 09:07:39,933 | aci.level1.info | INFO | Loaded existing narrative memories
2025-09-08 09:07:39,967 | aci.level1.info | INFO | SeedExperience initialized
2025-09-08 09:07:39,975 | aci.level1.info | INFO | Starting simulation
2025-09-08 09:07:39,985 | aci.level2.info | INFO | Simulation step started
2025-09-08 09:07:39,992 | aci.level1.info | INFO | World Event: A person resembling Plato sits down on the bench
2025-09-08 09:07:40,001 | aci.level1.info | INFO | World Event: Conversation started with Plato
2025-09-08 09:07:40,008 | aci.level1.info | INFO | World Event: step_start
2025-09-08 09:07:40,018 | aci.level2.info | INFO | PROCESS: Sensory input received
2025-09-08 09:07:40,026 | aci.level1.info | INFO | World Event: input
2025-09-08 09:07:40,033 | aci.level1.info | INFO | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 09:07:40,043 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 09:07:40,055 | aci.level2.info | INFO | PROCESS: Scene analysis completed
2025-09-08 09:07:47,754 | aci.level2.info | INFO | PROCESS: Generated thought: Plato: Hello, I'm waiting for the bus. What brings you here?...
2025-09-08 09:08:46,305 | aci.level2.info | INFO | Memory save: episodic_memory
2025-09-08 09:08:57,584 | aci.level2.info | INFO | PROCESS: Memory retrieval completed
2025-09-08 09:08:57,597 | aci.level2.info | INFO | PROCESS: Thought graph analysis completed
2025-09-08 09:08:57,604 | aci.level1.info | INFO | THOUGHT: Selected action: speak - Hello, Plato. I'm just here to pass the time while...
2025-09-08 09:09:10,179 | aci.level2.info | INFO | Memory create: floating_memory
2025-09-08 09:09:10,190 | aci.level1.info | INFO | NT_LEVELS: dopamine=0.00, serotonin=0.00, norepinephrine=0.00, oxytocin=1.94, testosterone=1.67, histamine=0.28, acetylcholine=0.54, glutamate=0.62, gaba=0.54
2025-09-08 09:09:10,199 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.00, serotonin=0.00, norepinephrine=0.00, oxytocin=1.94, testosterone=1.67, histamine=0.28, acetylcholine=0.54, glutamate=0.62, gaba=0.54
2025-09-08 09:09:10,951 | aci.level2.info | INFO | Starting pattern analysis
2025-09-08 09:09:10,962 | aci.level2.info | INFO | Pattern analysis complete
2025-09-08 09:09:10,968 | aci.level2.info | INFO | Building knowledge graph
2025-09-08 09:09:11,290 | aci.level2.info | INFO | Knowledge graph built
2025-09-08 09:09:11,298 | aci.level1.info | INFO | Knowledge extraction complete
2025-09-08 09:09:11,343 | aci.level2.info | INFO | MEMORY [knowledge_extraction] Periodic extraction completed
2025-09-08 09:09:11,346 | aci.level3.info | INFO | Layer 1 GC completed
2025-09-08 09:09:11,352 | aci.level2.info | INFO | Memory consolidate: layer1_gc
2025-09-08 09:09:11,361 | aci.level2.info | INFO | Performance: memory_consolidation_duration = 0.006458759307861328 seconds
2025-09-08 09:13:21,250 | aci.level2.info | INFO | Memory save: memory_graph
2025-09-08 09:13:21,260 | aci.level1.info | INFO | ACTION [speak] Plato: Hello, I'm waiting for the bus. What brings you here?
