2025-09-08 07:52:12,415 | aci.level1.info | INFO | Initializing SeedExperience simulation
2025-09-08 07:52:12,447 | aci.level2.info | INFO | Memory consolidator initialized
2025-09-08 07:52:13,863 | aci.level2.info | INFO | Memory load: episodic_memory
2025-09-08 07:52:13,893 | aci.level2.info | INFO | Memory load: autobiographical_narrative
2025-09-08 07:53:36,307 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:53:38,051 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:53:39,884 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:53:41,601 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:53:51,528 | aci.level2.info | INFO | Memory load: memory_graph
2025-09-08 07:53:51,624 | aci.level1.info | INFO | Default Mode Network initialized with persistent memory
2025-09-08 07:53:51,848 | aci.level1.info | INFO | Loaded existing episodic memories
2025-09-08 07:53:51,861 | aci.level1.info | INFO | Loaded existing narrative memories
2025-09-08 07:53:51,881 | aci.level1.info | INFO | SeedExperience initialized
2025-09-08 07:53:51,890 | aci.level1.info | INFO | Starting simulation
2025-09-08 07:53:51,896 | aci.level2.info | INFO | Simulation step started
2025-09-08 07:53:51,901 | aci.level1.info | INFO | World Event: A person resembling Plato sits down on the bench
2025-09-08 07:53:51,910 | aci.level1.info | INFO | World Event: Conversation started with Plato
2025-09-08 07:53:51,915 | aci.level1.info | INFO | World Event: step_start
2025-09-08 07:53:51,924 | aci.level2.info | INFO | PROCESS: Sensory input received
2025-09-08 07:53:51,928 | aci.level1.info | INFO | World Event: input
2025-09-08 07:53:51,932 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 07:53:51,946 | aci.level2.info | INFO | PROCESS: Scene analysis completed
2025-09-08 07:54:00,348 | aci.level2.info | INFO | PROCESS: Generated thought: Plato: Hello, I'm waiting for the bus. What brings you here?...
2025-09-08 07:54:18,029 | aci.level2.info | INFO | Memory save: episodic_memory
2025-09-08 07:54:36,483 | aci.level2.info | INFO | PROCESS: Memory retrieval completed
2025-09-08 07:54:36,491 | aci.level2.info | INFO | PROCESS: Thought graph analysis completed
2025-09-08 07:54:36,495 | aci.level1.info | INFO | THOUGHT: Selected action: speak - Hello, Plato. I’m here to engage and share this wa...
2025-09-08 07:54:57,338 | aci.level2.info | INFO | Memory create: floating_memory
