2025-09-08 07:01:18,893 | aci.level1.info | INFO | Initializing SeedExperience simulation
2025-09-08 07:01:18,911 | aci.level2.info | INFO | Memory consolidator initialized
2025-09-08 07:01:26,260 | aci.level2.info | INFO | Memory load: episodic_memory
2025-09-08 07:01:26,276 | aci.level2.info | INFO | Memory load: autobiographical_narrative
2025-09-08 07:02:21,316 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:02:23,086 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:02:24,527 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:02:26,522 | aci.level2.info | INFO | Memory save: autobiographical_narrative
2025-09-08 07:02:37,733 | aci.level2.info | INFO | Memory load: memory_graph
2025-09-08 07:02:37,799 | aci.level1.info | INFO | Default Mode Network initialized with persistent memory
2025-09-08 07:02:38,325 | aci.level1.info | INFO | Loaded existing episodic memories
2025-09-08 07:02:38,338 | aci.level1.info | INFO | Loaded existing narrative memories
2025-09-08 07:02:38,375 | aci.level1.info | INFO | SeedExperience initialized
2025-09-08 07:02:38,385 | aci.level1.info | INFO | Starting simulation
2025-09-08 07:02:38,392 | aci.level2.info | INFO | Simulation step started
2025-09-08 07:02:38,397 | aci.level1.info | INFO | World Event: A person resembling Plato sits down on the bench
2025-09-08 07:02:38,402 | aci.level1.info | INFO | World Event: Conversation started with Plato
2025-09-08 07:02:38,409 | aci.level1.info | INFO | World Event: step_start
2025-09-08 07:02:38,420 | aci.level2.info | INFO | PROCESS: Sensory input received
2025-09-08 07:02:38,427 | aci.level1.info | INFO | World Event: input
2025-09-08 07:02:38,431 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.60, serotonin=0.70, norepinephrine=0.50, oxytocin=0.40, testosterone=0.50, histamine=0.30, acetylcholine=0.60, glutamate=0.70, gaba=0.60
2025-09-08 07:02:38,440 | aci.level2.info | INFO | PROCESS: Scene analysis completed
2025-09-08 07:02:47,347 | aci.level2.info | INFO | PROCESS: Generated thought: Plato: Hello, I'm waiting for the bus. What brings you here?...
2025-09-08 07:04:08,234 | aci.level2.info | INFO | Memory save: episodic_memory
2025-09-08 07:04:20,486 | aci.level2.info | INFO | PROCESS: Memory retrieval completed
2025-09-08 07:04:20,493 | aci.level2.info | INFO | PROCESS: Thought graph analysis completed
2025-09-08 07:04:20,499 | aci.level1.info | INFO | THOUGHT: Selected action: speak - Hello, I’m just here waiting for the bus too. What...
2025-09-08 07:04:30,525 | aci.level2.info | INFO | Memory create: floating_memory
2025-09-08 07:04:30,532 | aci.level3.debug | DEBUG | NT_LEVELS: dopamine=0.00, serotonin=0.00, norepinephrine=0.00, oxytocin=1.94, testosterone=1.67, histamine=0.28, acetylcholine=0.54, glutamate=0.62, gaba=0.54
2025-09-08 07:04:35,322 | aci.level1.error | ERROR | Failed to extract and store knowledge: 'str' object has no attribute 'value'
2025-09-08 07:04:35,511 | aci.level2.info | INFO | MEMORY [knowledge_extraction] Periodic extraction completed
2025-09-08 07:04:35,517 | aci.level3.info | INFO | Layer 1 GC completed
2025-09-08 07:04:35,522 | aci.level2.info | INFO | Memory consolidate: layer1_gc
2025-09-08 07:04:35,528 | aci.level2.info | INFO | Performance: memory_consolidation_duration = 0.005006074905395508 seconds
